timestamp,year,month,day_of_year,hour,shift,sensor_id,latitude,longitude,elevation_ft,weather_station_id,sensor_status,data_quality_flag,temperature_f,precipitation_in,humidity_pct,wind_speed_mph,barometric_pressure_inhg,slope_zone,slope_angle_deg,bench_height_ft,rock_type,rock_mass_rating,joint_spacing_ft,joint_orientation_deg,depth_to_water_ft,pore_pressure_psi,blast_frequency_7days,distance_to_blast_ft,blast_magnitude_lbs,equipment_passes_per_shift,microseismic_events_daily,max_seismic_magnitude,displacement_rate_mm_per_day,cumulative_displacement_mm,tiltmeter_microradians,strain_gauge_microstrain,vibration_ppv_mm_per_s,rockfall_risk_score,rockfall_occurred,rockfall_size_category
2024-01-19 12:00:00,2024,1,19,12,SWING,SENSOR-039,-25.654594,141.593363,1250.47,WS-006,CALIBRATING,FAIR,85.8,0.12,67.49,2.66,29.95,Zone D,37.94,45.34,SCHIST,51,3.3,30.06,159.9,26.18,2,489.49,3584.5,8,2,2.0,5.7549,262.9423,472.7798,131.9295,33.9025,52.68,0,NONE
2024-01-19 18:00:00,2024,1,19,18,SWING,SENSOR-031,-26.773393,140.807202,1737.88,WS-003,ACTIVE,GOOD,45.08,0.35,72.27,5.59,29.37,Zone E,36.89,40.27,SCHIST,58,1.71,25.87,148.51,48.74,1,168.03,4781.4,8,1,2.9,0.0048,0.1686,315.5879,133.2159,14.1027,9.94,1,NONE
2024-01-20 00:00:00,2024,1,20,0,SWING,SENSOR-040,-25.824828,141.402279,1680.11,WS-006,ACTIVE,GOOD,51.24,0.5,54.49,6.52,29.15,Zone C,45.26,77.88,LIMESTONE,53,4.28,16.97,150.87,49.08,1,490.22,916.81,9,4,2.24,3.0697,195.8134,364.4894,11.7203,29.8832,53.15,0,NONE
2024-01-20 06:00:00,2024,1,20,6,DAY,SENSOR-002,-26.50488,140.125053,1458.94,WS-001,ACTIVE,FAIR,53.24,0.03,73.96,3.38,29.63,Zone E,67.82,71.92,GRANITE,78,4.2,83.94,131.64,18.01,4,434.0,4643.45,11,3,1.58,0.7274,20.3207,190.54,180.1158,33.6567,26.74,0,NONE
2024-01-20 12:00:00,2024,1,20,12,NIGHT,SENSOR-027,-26.956173,140.602092,1502.63,WS-010,ACTIVE,FAIR,56.76,0.61,33.37,8.37,29.91,Zone D,59.4,50.48,SHALE,69,1.67,14.35,74.07,12.82,5,360.27,1894.13,7,5,2.64,5.9977,290.7913,184.8741,77.2199,41.5992,46.12,0,NONE
2024-01-20 18:00:00,2024,1,20,18,DAY,SENSOR-010,-25.893258,141.006265,1193.86,WS-001,ACTIVE,FAIR,31.71,0.05,81.53,8.95,30.16,Zone B,58.68,51.96,LIMESTONE,66,1.22,60.63,76.89,37.76,1,248.76,508.96,12,2,2.56,3.92,371.2241,89.0678,25.8753,1.9373,37.48,0,NONE
2024-01-21 00:00:00,2024,1,21,0,SWING,SENSOR-034,-26.531593,140.439108,1959.86,WS-008,ACTIVE,POOR,42.09,0.05,66.98,1.0,30.63,Zone B,49.34,64.82,GRANITE,72,1.27,45.01,111.79,44.82,2,645.07,1027.42,8,1,3.27,2.1175,136.9953,111.0635,84.4533,44.8881,19.06,0,NONE
2024-01-21 06:00:00,2024,1,21,6,NIGHT,SENSOR-009,-25.553113,141.071313,1836.12,WS-008,MAINTENANCE,POOR,53.53,0.0,79.28,5.16,30.53,Zone E,60.62,52.56,SANDSTONE,41,4.35,79.43,119.95,13.03,4,889.62,2252.32,4,2,0.8,0.0,0.0,193.9798,162.7248,22.2401,0.91,0,NONE
2024-01-21 12:00:00,2024,1,21,12,NIGHT,SENSOR-040,-25.676631,140.967979,1005.31,WS-009,CALIBRATING,POOR,62.23,0.02,78.27,6.26,30.68,Zone D,59.49,59.19,LIMESTONE,76,3.88,72.27,127.7,15.61,4,901.37,3874.9,11,4,4.06,0.0,0.0,293.6153,130.1544,8.6674,3.59,0,NONE
2024-01-21 18:00:00,2024,1,21,18,SWING,SENSOR-031,-25.607688,140.765598,1821.83,WS-008,ACTIVE,GOOD,54.69,0.01,69.57,3.46,30.35,Zone C,36.88,76.95,BASALT,68,1.96,24.26,78.64,37.79,2,695.77,4167.23,7,2,3.3,0.0,0.0,190.4901,92.1458,2.5263,8.98,0,NONE
2024-01-22 00:00:00,2024,1,22,0,NIGHT,SENSOR-041,-25.002215,140.653278,1748.18,WS-004,ACTIVE,FAIR,60.47,0.18,78.4,5.75,29.87,Zone A,30.85,31.12,SCHIST,51,4.03,50.96,96.92,36.17,1,787.92,3306.84,13,7,3.85,6.5051,585.0069,313.5678,117.0451,31.6061,51.47,0,NONE
2024-01-22 06:00:00,2024,1,22,6,DAY,SENSOR-018,-26.316189,141.055355,1211.64,WS-006,ACTIVE,POOR,75.55,0.26,89.74,5.87,30.48,Zone A,57.18,59.66,LIMESTONE,33,2.55,60.73,151.63,24.92,4,683.78,1738.8,6,2,2.9,1.8513,92.2049,97.8844,143.9764,23.3034,18.03,0,NONE
2024-01-22 12:00:00,2024,1,22,12,DAY,SENSOR-015,-25.157385,141.166382,1592.84,WS-007,ACTIVE,GOOD,68.62,0.03,51.3,2.39,29.88,Zone A,28.81,60.34,SHALE,82,4.47,59.31,81.68,44.52,3,822.38,4987.57,10,5,0.75,5.6256,480.6148,174.2867,22.7331,48.7918,29.64,0,NONE
2024-01-22 18:00:00,2024,1,22,18,NIGHT,SENSOR-022,-26.347492,140.598767,1232.51,WS-009,CALIBRATING,FAIR,39.47,0.16,37.78,3.96,30.6,Zone A,27.82,40.53,LIMESTONE,78,1.16,30.84,179.7,16.2,1,372.18,3035.34,13,2,2.82,2.187,67.015,257.6993,37.375,31.5759,25.42,0,NONE
2024-01-23 00:00:00,2024,1,23,0,NIGHT,SENSOR-025,-25.851425,141.334425,1777.05,WS-010,ACTIVE,POOR,47.21,0.13,81.73,0.78,30.53,Zone D,69.53,74.48,SHALE,52,1.38,44.05,161.25,29.7,5,508.59,3931.01,6,0,4.31,0.0,0.0,95.9909,117.8682,29.3864,11.54,0,NONE
2024-01-23 06:00:00,2024,1,23,6,DAY,SENSOR-023,-26.634324,141.651422,1285.71,WS-005,CALIBRATING,FAIR,56.17,0.02,85.63,3.04,29.37,Zone E,41.85,69.89,SCHIST,52,0.89,50.11,176.77,41.84,2,296.39,4433.32,7,2,0.5,0.0,0.0,436.6278,160.593,31.7391,25.74,0,NONE
2024-01-23 12:00:00,2024,1,23,12,SWING,SENSOR-035,-25.183131,140.936138,1466.3,WS-010,ACTIVE,FAIR,50.95,0.19,75.63,5.19,29.31,Zone B,51.86,79.98,SANDSTONE,76,2.29,74.48,75.61,11.22,2,653.62,4597.73,10,3,0.7,4.5813,246.2535,27.1067,114.7204,22.4708,57.51,0,SMALL
2024-01-23 18:00:00,2024,1,23,18,NIGHT,SENSOR-002,-26.215813,141.501539,1125.49,WS-007,ACTIVE,FAIR,51.6,0.16,76.37,8.19,29.36,Zone B,66.81,49.37,SHALE,33,0.59,74.42,128.71,41.01,2,965.34,3505.41,16,1,2.95,1.3118,46.298,342.465,70.3344,42.5574,8.13,0,NONE
2024-01-24 00:00:00,2024,1,24,0,DAY,SENSOR-040,-26.114404,140.522097,1343.39,WS-009,ACTIVE,FAIR,80.58,0.01,80.07,7.71,29.82,Zone E,29.16,38.14,BASALT,65,1.18,87.13,117.01,30.06,4,620.1,4569.62,13,3,0.72,4.6316,305.8775,13.3702,50.365,33.5127,26.49,0,NONE
2024-01-24 06:00:00,2024,1,24,6,SWING,SENSOR-002,-26.760218,141.469852,1531.45,WS-002,CALIBRATING,GOOD,48.41,0.16,47.28,1.24,30.31,Zone D,44.52,38.22,LIMESTONE,36,2.96,81.22,101.59,39.32,7,109.73,4219.48,13,3,2.81,6.5977,227.271,237.351,32.5547,49.0478,43.26,0,NONE
2024-01-24 12:00:00,2024,1,24,12,DAY,SENSOR-017,-25.123369,141.63748,1983.57,WS-007,ACTIVE,GOOD,68.87,0.04,45.58,2.22,28.97,Zone D,27.27,32.64,SANDSTONE,71,2.56,20.39,142.1,20.11,5,426.3,4125.72,8,1,0.84,1.5627,108.2696,238.6796,101.6051,42.2045,3.58,0,NONE
2024-01-24 18:00:00,2024,1,24,18,NIGHT,SENSOR-049,-26.934682,140.951192,1407.75,WS-007,ACTIVE,FAIR,67.86,0.08,39.67,6.94,29.95,Zone C,57.16,33.42,GRANITE,55,1.02,55.15,190.77,36.47,1,595.6,2314.43,11,2,1.52,2.1158,108.5868,61.8784,77.4306,21.2455,11.92,0,NONE
2024-01-25 00:00:00,2024,1,25,0,NIGHT,SENSOR-002,-25.885919,140.462761,1502.43,WS-009,ACTIVE,GOOD,47.0,0.21,73.89,4.43,30.1,Zone B,67.04,75.82,SCHIST,68,3.33,36.29,162.86,31.25,4,849.64,2931.33,14,2,2.02,2.129,51.3375,458.3798,57.7222,42.3664,34.88,0,NONE
2024-01-25 06:00:00,2024,1,25,6,DAY,SENSOR-050,-25.657814,141.61086,1946.76,WS-001,ACTIVE,GOOD,87.61,0.04,54.01,3.38,29.96,Zone B,54.68,64.4,GRANITE,37,4.72,16.31,143.41,18.91,3,253.84,2381.65,5,1,0.9,0.0,0.0,18.1303,135.7265,30.52,17.78,0,NONE
2024-01-25 12:00:00,2024,1,25,12,SWING,SENSOR-010,-26.942695,141.166505,1011.3,WS-004,ACTIVE,FAIR,66.25,0.05,77.24,3.81,29.97,Zone A,42.9,78.69,BASALT,62,1.74,63.85,90.72,46.17,2,483.51,4245.64,13,0,1.4,1.0765,51.4223,410.4796,186.7757,5.6727,17.93,0,NONE
2024-01-25 18:00:00,2024,1,25,18,DAY,SENSOR-030,-25.389135,141.520322,1153.9,WS-005,ACTIVE,GOOD,46.44,0.08,38.95,5.7,29.34,Zone E,55.59,32.83,BASALT,32,2.26,62.74,79.02,35.66,4,470.17,1582.39,9,2,3.45,0.0,0.0,186.6325,137.5415,14.2616,14.86,0,NONE
2024-01-26 00:00:00,2024,1,26,0,SWING,SENSOR-046,-26.596943,141.868866,1689.09,WS-002,ACTIVE,GOOD,55.74,0.19,79.4,11.72,30.07,Zone A,61.83,32.01,BASALT,83,4.96,26.47,81.55,40.61,2,213.36,4906.18,8,3,2.88,6.9623,327.2789,305.5436,139.6812,29.1926,23.99,0,NONE
2024-01-26 06:00:00,2024,1,26,6,DAY,SENSOR-020,-26.910006,141.468303,1341.32,WS-010,CALIBRATING,FAIR,45.26,0.41,58.71,2.71,29.71,Zone B,25.62,34.08,GRANITE,45,0.63,56.82,113.96,31.93,2,968.77,726.88,15,3,2.76,6.2017,479.0011,255.1365,23.1849,5.404,49.64,0,NONE
2024-01-26 12:00:00,2024,1,26,12,SWING,SENSOR-045,-25.640734,141.891849,1295.82,WS-004,ACTIVE,GOOD,66.67,0.11,30.07,5.85,30.25,Zone E,53.52,59.67,GRANITE,30,3.78,29.12,149.76,32.26,1,184.98,4241.83,15,2,0.91,1.9471,144.7163,206.9933,148.4984,39.2112,4.03,0,NONE
2024-01-26 18:00:00,2024,1,26,18,SWING,SENSOR-003,-25.785729,140.777453,1240.3,WS-006,MAINTENANCE,FAIR,66.49,0.05,35.7,3.03,29.9,Zone C,48.93,73.68,GRANITE,89,3.12,73.12,99.04,22.23,4,669.16,1077.47,11,4,3.3,4.3689,48.7604,379.2013,175.8433,25.498,16.58,0,NONE
2024-01-27 00:00:00,2024,1,27,0,SWING,SENSOR-042,-26.827936,140.114054,1105.48,WS-006,ACTIVE,FAIR,103.32,0.08,65.14,3.5,30.25,Zone D,61.9,32.08,GRANITE,59,3.6,22.71,96.17,34.55,6,270.94,3657.82,10,2,4.15,0.0595,5.148,20.2577,69.9969,3.7872,35.36,0,NONE
2024-01-27 06:00:00,2024,1,27,6,NIGHT,SENSOR-024,-26.244322,140.124074,1339.31,WS-008,ACTIVE,FAIR,68.27,0.35,60.36,2.73,28.89,Zone B,43.03,35.76,SCHIST,82,2.37,34.85,148.95,27.68,1,832.35,4732.27,6,3,2.91,0.0,0.0,295.051,86.2777,17.5661,6.06,0,NONE
2024-01-27 12:00:00,2024,1,27,12,SWING,SENSOR-042,-25.868299,141.816037,1396.31,WS-005,MAINTENANCE,POOR,67.77,0.01,47.78,11.29,29.81,Zone D,51.81,34.03,SHALE,86,3.9,52.8,174.27,13.21,6,887.62,4869.23,10,4,4.24,0.0,0.0,339.4028,101.4428,40.6741,13.71,0,NONE
2024-01-27 18:00:00,2024,1,27,18,NIGHT,SENSOR-047,-26.567334,140.885155,1048.36,WS-010,ACTIVE,GOOD,77.61,0.05,79.23,6.04,29.03,Zone B,60.99,57.73,GRANITE,79,3.34,70.6,139.78,26.57,4,614.45,1331.77,4,2,3.55,3.1077,154.1005,266.4667,53.0868,33.6596,14.19,0,NONE
2024-01-28 00:00:00,2024,1,28,0,NIGHT,SENSOR-029,-26.234432,141.678293,1145.33,WS-004,CALIBRATING,POOR,69.29,0.01,60.34,13.01,30.87,Zone E,50.1,77.99,SCHIST,32,0.94,3.97,77.79,31.65,1,951.37,4289.74,8,2,1.18,3.8821,173.9315,72.2028,33.4239,26.4095,47.09,0,NONE
2024-01-28 06:00:00,2024,1,28,6,NIGHT,SENSOR-022,-26.95199,140.670743,1177.08,WS-001,CALIBRATING,GOOD,66.53,0.05,35.91,5.7,30.17,Zone B,39.19,49.66,SHALE,44,0.94,16.11,169.63,37.1,3,352.54,2074.72,14,4,2.1,1.4112,14.6441,210.7397,195.8619,9.8637,29.9,0,NONE
2024-01-28 12:00:00,2024,1,28,12,DAY,SENSOR-023,-25.902823,140.805479,1519.61,WS-005,ACTIVE,GOOD,72.13,0.17,89.79,6.84,29.44,Zone E,30.99,37.94,SCHIST,86,4.46,81.63,198.73,18.33,3,422.03,3172.01,11,2,2.39,6.4382,566.4223,281.2012,118.3545,11.2953,55.69,0,NONE
2024-01-28 18:00:00,2024,1,28,18,SWING,SENSOR-001,-25.801401,141.027416,1288.18,WS-009,ACTIVE,GOOD,59.03,0.05,30.39,3.57,30.42,Zone B,26.08,59.24,SCHIST,86,1.28,42.45,63.71,35.03,4,120.31,4377.49,11,6,2.22,2.556,85.6394,377.4314,183.4779,29.034,38.04,0,NONE
2024-01-29 00:00:00,2024,1,29,0,NIGHT,SENSOR-032,-26.199374,141.623732,1013.86,WS-009,ACTIVE,FAIR,42.66,0.03,68.96,5.65,29.87,Zone D,50.41,63.15,SHALE,70,4.69,89.73,158.02,21.49,1,307.97,4538.24,7,3,1.05,0.2891,17.3347,430.9648,105.0111,34.0698,17.88,0,NONE
2024-01-29 06:00:00,2024,1,29,6,DAY,SENSOR-006,-25.54138,141.150121,1206.82,WS-005,ACTIVE,FAIR,50.21,0.27,60.27,3.39,29.03,Zone B,58.53,41.61,SANDSTONE,54,1.71,17.88,167.51,46.37,4,960.66,2195.04,8,7,2.44,7.2732,209.9932,63.4167,57.2226,16.5302,51.09,0,LARGE
2024-01-29 12:00:00,2024,1,29,12,SWING,SENSOR-024,-25.978859,140.239906,1312.06,WS-008,MAINTENANCE,POOR,71.35,0.1,78.14,4.92,30.09,Zone C,58.83,70.6,SHALE,86,1.91,77.27,69.75,38.2,4,148.27,3728.59,10,3,2.03,0.4783,34.5025,92.4565,168.924,27.8966,16.08,0,NONE
2024-01-29 18:00:00,2024,1,29,18,SWING,SENSOR-036,-25.657974,141.394048,1362.98,WS-006,ACTIVE,FAIR,70.67,0.18,82.76,3.68,30.09,Zone C,64.89,32.36,SANDSTONE,87,3.56,56.82,90.58,19.95,4,109.64,2949.16,9,0,2.58,2.3055,170.2499,225.9258,177.1838,25.7705,15.48,0,NONE
2024-01-30 00:00:00,2024,1,30,0,NIGHT,SENSOR-015,-26.083943,140.513294,1752.11,WS-002,ACTIVE,GOOD,38.2,0.05,60.77,8.83,29.08,Zone A,44.59,76.03,SCHIST,50,0.75,18.38,112.8,18.79,0,923.5,4297.46,12,3,0.98,0.0,0.0,43.1263,147.5655,46.5116,24.53,0,NONE
2024-01-30 06:00:00,2024,1,30,6,SWING,SENSOR-049,-26.534543,140.107661,1189.88,WS-003,ACTIVE,GOOD,77.11,0.52,32.34,10.56,29.7,Zone D,44.99,63.78,SANDSTONE,60,4.38,77.94,51.49,41.12,5,584.56,4964.61,14,1,3.33,6.7391,134.4747,179.334,11.3266,20.7706,38.28,0,NONE
2024-01-30 12:00:00,2024,1,30,12,SWING,SENSOR-038,-25.888901,140.582722,1417.39,WS-009,MAINTENANCE,GOOD,53.15,0.02,52.61,1.02,29.88,Zone A,67.9,33.01,LIMESTONE,47,1.84,28.84,74.64,41.33,2,163.48,4592.43,7,0,2.68,0.0,0.0,48.1497,191.5352,13.1011,12.9,0,NONE
2024-01-30 18:00:00,2024,1,30,18,NIGHT,SENSOR-015,-25.910889,140.31976,1691.25,WS-006,ACTIVE,GOOD,68.18,0.05,40.05,5.45,28.94,Zone A,58.28,62.28,SCHIST,39,2.96,7.87,106.6,26.54,0,346.59,4800.42,17,2,0.67,2.9382,104.5315,97.7565,84.5214,47.4412,32.67,0,NONE
2024-01-31 00:00:00,2024,1,31,0,SWING,SENSOR-009,-25.164705,141.774938,1625.43,WS-005,ACTIVE,GOOD,82.58,0.28,78.5,4.7,29.66,Zone E,53.6,47.8,SANDSTONE,38,3.18,73.29,107.32,15.29,1,369.91,3392.58,11,1,1.95,0.516,34.309,413.7588,48.7767,23.983,18.56,0,NONE
2024-01-31 06:00:00,2024,1,31,6,SWING,SENSOR-009,-26.705673,140.595954,1089.76,WS-008,ACTIVE,GOOD,82.21,0.01,84.65,5.31,29.81,Zone E,38.85,76.3,SANDSTONE,39,4.85,18.52,161.23,31.87,4,924.84,1975.27,9,2,1.86,0.0,0.0,476.5106,150.2063,30.274,16.18,0,NONE
2024-01-31 12:00:00,2024,1,31,12,NIGHT,SENSOR-031,-25.862089,141.524349,1811.81,WS-008,ACTIVE,GOOD,51.65,0.24,50.51,10.05,29.81,Zone A,60.73,77.05,SANDSTONE,67,3.84,72.46,176.76,25.8,1,706.38,2526.58,12,2,3.04,0.0,0.0,101.3457,152.3802,27.7391,7.95,0,NONE
2024-01-31 18:00:00,2024,1,31,18,NIGHT,SENSOR-008,-26.998113,140.07853,1977.28,WS-002,CALIBRATING,FAIR,73.22,0.13,44.54,4.87,30.01,Zone A,31.89,66.41,BASALT,66,3.79,69.28,196.31,32.94,2,907.66,1037.21,8,5,2.89,5.0358,265.6865,202.8814,99.9528,42.8728,52.11,0,LARGE
2024-02-01 00:00:00,2024,2,32,0,SWING,SENSOR-004,-26.607026,140.423492,1041.5,WS-003,ACTIVE,POOR,69.72,1.07,49.32,9.88,30.01,Zone C,44.59,77.66,GRANITE,73,4.69,47.48,88.84,12.11,2,579.22,3039.87,11,3,2.02,4.0758,107.4534,312.4252,194.2656,36.6539,43.64,0,NONE
2024-02-01 06:00:00,2024,2,32,6,DAY,SENSOR-008,-25.389651,140.371554,1084.97,WS-009,CALIBRATING,POOR,89.61,0.02,56.17,3.22,30.89,Zone E,50.12,47.35,BASALT,85,4.65,45.21,99.18,39.49,0,527.29,2013.46,15,3,2.71,4.9249,266.3424,372.9252,102.1534,5.1847,22.0,0,NONE
2024-02-01 12:00:00,2024,2,32,12,DAY,SENSOR-050,-25.846384,140.238421,1036.46,WS-009,CALIBRATING,FAIR,63.1,0.93,33.16,5.43,30.51,Zone D,36.81,51.09,SANDSTONE,32,2.52,51.99,135.64,23.3,1,430.12,947.73,11,4,1.64,4.0836,79.8529,319.0775,96.5734,24.6188,56.04,0,MEDIUM
2024-02-01 18:00:00,2024,2,32,18,NIGHT,SENSOR-020,-25.970516,140.199159,1016.03,WS-010,MAINTENANCE,GOOD,78.99,0.08,87.82,4.09,29.55,Zone E,55.74,76.63,SCHIST,64,1.07,52.35,164.95,26.26,4,378.72,1408.08,12,3,1.24,1.4892,79.9803,380.661,100.09,12.0637,19.32,0,NONE
2024-02-02 00:00:00,2024,2,33,0,DAY,SENSOR-049,-25.869168,140.042018,1034.43,WS-004,ACTIVE,GOOD,74.5,0.06,56.75,3.36,30.35,Zone A,42.46,71.48,LIMESTONE,38,4.71,67.63,191.2,37.06,3,730.73,3943.92,16,2,3.69,0.0,0.0,371.8876,22.121,19.9739,32.75,0,NONE
2024-02-02 06:00:00,2024,2,33,6,DAY,SENSOR-012,-25.783577,140.889147,1742.37,WS-009,ACTIVE,GOOD,82.19,0.05,43.7,3.18,29.8,Zone A,32.56,47.74,SHALE,53,0.76,52.5,182.65,16.07,4,554.17,533.09,12,2,0.65,0.8637,76.2307,190.4426,196.016,21.6161,18.5,0,NONE
2024-02-02 12:00:00,2024,2,33,12,NIGHT,SENSOR-045,-26.03888,140.137508,1549.72,WS-010,CALIBRATING,GOOD,25.54,0.2,55.03,4.56,30.08,Zone A,50.1,32.73,LIMESTONE,88,2.81,26.18,120.41,44.31,2,368.07,4010.22,10,3,1.16,0.0,0.0,173.0374,188.5856,17.8083,22.08,0,NONE
2024-02-02 18:00:00,2024,2,33,18,NIGHT,SENSOR-046,-25.451029,140.268867,1467.72,WS-005,CALIBRATING,GOOD,79.73,0.0,66.35,4.09,29.89,Zone B,25.47,68.09,SANDSTONE,83,2.45,48.2,121.55,25.57,7,350.82,4814.92,6,0,1.63,0.0,0.0,146.7141,86.944,49.9409,9.43,0,NONE
2024-02-03 00:00:00,2024,2,34,0,SWING,SENSOR-038,-25.066883,141.889415,1334.88,WS-004,CALIBRATING,GOOD,66.11,0.04,64.25,5.48,30.2,Zone E,36.59,52.5,LIMESTONE,71,3.8,89.59,93.13,31.53,2,979.71,4339.93,10,0,1.41,0.0,0.0,276.4557,142.0443,26.2432,14.36,0,NONE
2024-02-03 06:00:00,2024,2,34,6,SWING,SENSOR-010,-26.523421,140.448766,1504.5,WS-005,ACTIVE,GOOD,47.31,0.17,45.65,7.51,30.45,Zone A,51.24,65.9,LIMESTONE,52,0.92,41.21,109.17,44.68,4,906.0,4849.8,9,4,2.6,0.0,0.0,347.0069,61.9602,37.0872,4.07,0,NONE
2024-02-03 12:00:00,2024,2,34,12,NIGHT,SENSOR-039,-25.033318,140.483203,1681.28,WS-010,ACTIVE,FAIR,45.19,0.03,72.96,3.17,30.02,Zone A,27.88,59.81,SHALE,74,1.45,75.75,54.55,43.75,2,957.98,827.0,7,3,2.98,2.4451,132.5028,276.9525,33.8723,15.1967,48.87,0,NONE
2024-02-03 18:00:00,2024,2,34,18,SWING,SENSOR-020,-26.466411,141.011852,1777.73,WS-007,ACTIVE,POOR,41.03,0.04,81.5,4.11,30.42,Zone E,39.08,33.05,SHALE,72,0.54,36.83,99.41,37.74,4,754.32,3618.14,12,4,4.16,0.7765,76.0032,86.6174,152.8417,28.8452,33.91,0,NONE
2024-02-04 00:00:00,2024,2,35,0,NIGHT,SENSOR-006,-26.015997,140.620471,1181.76,WS-010,ACTIVE,FAIR,80.38,0.03,60.25,2.38,29.5,Zone C,31.0,76.39,BASALT,82,3.68,9.56,166.38,42.32,3,619.62,3408.83,10,0,0.64,4.303,243.9243,323.0919,25.475,22.3157,4.06,0,NONE
2024-02-04 06:00:00,2024,2,35,6,NIGHT,SENSOR-002,-26.901382,140.514958,1135.66,WS-002,ACTIVE,POOR,95.63,0.01,45.6,7.44,29.85,Zone E,62.57,65.52,GRANITE,36,3.81,24.76,145.87,23.64,4,727.02,3763.97,21,4,3.79,0.0,0.0,326.6919,132.995,7.2891,11.05,0,NONE
2024-02-04 12:00:00,2024,2,35,12,SWING,SENSOR-018,-25.949363,140.132111,1972.57,WS-010,ACTIVE,GOOD,92.73,0.04,51.6,0.9,29.75,Zone D,54.8,65.77,BASALT,46,1.92,11.27,148.33,11.59,5,703.69,4195.67,7,3,3.86,1.1571,17.3086,439.789,56.2042,27.978,19.03,0,NONE
2024-02-04 18:00:00,2024,2,35,18,SWING,SENSOR-029,-25.83513,140.37318,1188.23,WS-005,ACTIVE,POOR,53.58,0.14,41.05,5.75,29.61,Zone D,25.79,32.45,SCHIST,64,4.19,29.41,102.44,33.85,1,761.71,3315.42,11,1,3.2,0.0,0.0,110.8822,76.9714,7.1794,28.3,0,NONE
2024-02-05 00:00:00,2024,2,36,0,NIGHT,SENSOR-006,-25.298294,140.57227,1640.45,WS-008,ACTIVE,FAIR,84.26,0.14,48.85,2.31,30.06,Zone C,32.92,41.77,SANDSTONE,59,4.62,19.05,71.64,40.36,3,309.59,1205.42,12,4,3.52,4.1403,271.7946,161.6367,95.1146,20.8681,34.94,0,NONE
2024-02-05 06:00:00,2024,2,36,6,SWING,SENSOR-007,-25.186029,140.337499,1968.33,WS-003,ACTIVE,FAIR,62.19,0.11,57.17,5.84,30.11,Zone D,33.47,45.19,SANDSTONE,35,1.15,9.42,113.44,41.82,1,679.09,1387.32,5,1,4.19,2.5578,86.7389,412.5209,77.2723,33.1352,19.29,0,NONE
2024-02-05 12:00:00,2024,2,36,12,SWING,SENSOR-026,-25.651413,141.959911,1985.6,WS-009,ACTIVE,FAIR,56.74,0.12,71.2,8.14,29.6,Zone A,60.13,75.51,SANDSTONE,52,3.34,38.71,115.66,22.41,6,160.56,1705.99,15,4,3.38,3.1688,285.7906,136.0047,146.6837,2.378,32.75,0,NONE
2024-02-05 18:00:00,2024,2,36,18,NIGHT,SENSOR-021,-25.180871,140.53926,1819.68,WS-002,CALIBRATING,POOR,90.79,0.0,89.96,3.39,29.5,Zone A,68.45,75.79,SCHIST,60,4.08,12.22,196.62,48.57,1,190.14,1722.73,13,0,0.85,0.0,0.0,177.6905,196.4628,31.8545,10.97,0,NONE
2024-02-06 00:00:00,2024,2,37,0,SWING,SENSOR-030,-26.652073,140.722432,1637.3,WS-007,ACTIVE,GOOD,50.23,0.13,34.24,7.32,28.83,Zone E,46.35,70.8,SANDSTONE,55,4.08,53.59,182.99,26.44,3,184.2,575.02,14,3,1.35,1.7588,164.607,370.6573,70.8031,25.7962,13.4,0,NONE
2024-02-06 06:00:00,2024,2,37,6,SWING,SENSOR-049,-25.563864,140.885387,1732.22,WS-008,CALIBRATING,GOOD,99.11,0.05,43.98,6.58,30.55,Zone B,35.65,61.4,SANDSTONE,79,2.37,23.25,180.05,36.77,2,664.12,2114.34,10,0,4.17,0.0,0.0,402.4009,95.7147,36.2163,15.61,0,NONE
2024-02-06 12:00:00,2024,2,37,12,SWING,SENSOR-009,-26.801708,141.245908,1446.87,WS-005,CALIBRATING,FAIR,74.4,0.05,76.68,3.69,29.68,Zone A,66.7,65.52,GRANITE,55,2.83,7.58,197.69,36.66,2,969.25,1286.53,11,3,3.37,0.373,35.694,390.6425,137.9497,31.1105,8.7,0,NONE
2024-02-06 18:00:00,2024,2,37,18,SWING,SENSOR-039,-26.177745,140.46865,1019.65,WS-004,ACTIVE,GOOD,54.51,0.03,82.76,5.07,30.04,Zone E,25.32,64.01,GRANITE,79,1.16,14.37,168.51,34.65,0,660.29,1890.13,9,2,3.74,5.7614,412.6599,206.1747,189.9591,20.9167,28.19,0,NONE
2024-02-07 00:00:00,2024,2,38,0,SWING,SENSOR-027,-25.7097,140.033938,1960.37,WS-002,ACTIVE,GOOD,73.89,0.37,32.68,2.34,29.94,Zone D,66.95,63.3,GRANITE,79,0.56,48.78,118.93,29.96,1,552.9,3943.17,10,5,3.09,2.9165,240.4976,94.4693,175.755,31.0427,41.33,0,NONE
2024-02-07 06:00:00,2024,2,38,6,SWING,SENSOR-010,-26.821054,140.835968,1853.28,WS-008,ACTIVE,POOR,67.08,0.08,81.37,2.51,29.8,Zone C,64.36,36.45,SHALE,73,0.96,56.08,103.41,41.56,2,742.29,4431.55,6,6,2.87,3.0438,99.7984,72.2841,91.233,8.8822,29.76,0,NONE
